name,domain,getapp_logo,clearbit_logo,desc,rating,num_reviews,cat,subcat,getapp_cat_link
Cherwell Service Management,see.cherwell.com,https://ga0.imgix.net/logo/o/104591-1469182248-5166273?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Customizable IT service management solution,4.46,114,collaboration-software,knowledge-management,https://www.getapp.com/collaboration-software/knowledge-management/?page=2
Unily,unbouncepages.com,https://ga0.imgix.net/logo/o/105745-1479715431-9751725?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Integrated intranet solution for enterprises,4.75,8,collaboration-software,knowledge-management,https://www.getapp.com/collaboration-software/knowledge-management/?page=2
HookFeed,hookfeed.com,https://ga0.imgix.net/logo/o/101317-1429017003-547186?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/hookfeed.com,Customer profiling based on Stripe data,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
FICO Falcon Fraud Manager,,https://ga0.imgix.net/logo/o/103483-1461054254-2001202?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Financial fraud detection using adaptive analytics,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Infer,fbinfer.com,https://ga1.imgix.net/logo/o/100443-1413191799-688407?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/fbinfer.com,Predictive lead scoring for sales & marketing,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
ChurnSpotter,churnspotter.io,https://ga0.imgix.net/logo/o/101297-1428940565-0605402?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/churnspotter.io,Reduce Churn by engaging At-Risk Customers,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Fiserv,fiserv.com,https://ga1.imgix.net/logo/o/91716-4172225544.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/fiserv.com,Financial crime risk management,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Adaptilytics,,https://ga0.imgix.net/logo/o/111133-1511885210-0568967?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Data intelligence engine for outbound calling,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Fliptop,fliptop.com,https://ga0.imgix.net/logo/o/100357-1410789074-5906?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/fliptop.com,Predictive lead scoring software,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Baremetrics,baremetrics.com,https://ga1.imgix.net/logo/o/101313-1429009990-3808913?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/baremetrics.com,SaaS analytics for Stripe,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Datahug,datahug.com,https://ga0.imgix.net/logo/o/102645-1455500746-786246?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/datahug.com,Sales predictive analytics tool for sales representatives,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Custora,custora.com,https://ga0.imgix.net/logo/o/101597-1433259609-6282275?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/custora.com,Predictive marketing platform for e-commerce,,0,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Mi360,,https://ga0.imgix.net/logo/o/110963-1511168358-9739573?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Predictive analytics for marketers,3.0,1,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
InsideSales,insidesalesinc.com,https://ga0.imgix.net/logo/o/91631-1517953761-7830062?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Sell More with an AI System of Growth,2.75,4,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Sift Science,siftscience.com,https://ga0.imgix.net/logo/o/104217-1466704019-3699293?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/siftscience.com,Machine learning fraud detection & prevention,5.0,1,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Helprace,helprace.com,https://ga0.imgix.net/logo/o/102373-1450700668-7665539?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/helprace.com,All-in-one customer service solution,5.0,4,collaboration-software,knowledge-management,https://www.getapp.com/collaboration-software/knowledge-management/?page=2
sales-i,sales-i.com,https://ga1.imgix.net/logo/o/101371-1429789807-055525?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/sales-i.com,Customer intelligence software,3.0,2,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Entytle,entytle.com,https://ga0.imgix.net/logo/o/101891-1440683247-9806242?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/entytle.com,Predictive analytics and data feedback software,4.75,4,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Radius,radiusworldwide.com,https://ga0.imgix.net/logo/o/106229-1484832607-3415554?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/radiusworldwide.com,Predictive B2B marketing software & analytics,4.0,6,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
Practi,practi.net,https://ga1.imgix.net/logo/o/109701-1504892483-7657342?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Mobile learning management for small businesses,4.5,2,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
HasOffers by TUNE,hasoffers.com,https://ga1.imgix.net/logo/o/9730-1445357705-6766016?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/hasoffers.com,"Unbiased, Proven Technology for Performance Advertising",4.33,15,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Criteo,criteo.com,https://ga1.imgix.net/logo/o/454-1432214528-1853995?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/criteo.com,Digital performance advertising for retail E-commerce sites,5.0,2,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
SalesPredict,salespredict.com,https://ga0.imgix.net/logo/o/101583-1432895723-0490777?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/salespredict.com,Customer lifecycle intelligence ,3.67,3,business-intelligence-analytics-software,predictive-analytics,https://www.getapp.com/business-intelligence-analytics-software/predictive-analytics/?page=2
SimilarWeb PRO,,https://ga0.imgix.net/logo/o/100382-1412764301-786824?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Website & app traffic data analysis,4.22,18,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Alexa,alexacentre.com,https://ga1.imgix.net/logo/o/100507-1413454265-608205?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/alexacentre.com,Actionable website analytics platform,4.1,20,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Crazy Egg,crazyegg.com,https://ga0.imgix.net/logo/o/90835-3382384971.jpeg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/crazyegg.com,Powerful Analytic Tool,4.3,20,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Acquisio,clientcampaigns.com,https://ga1.imgix.net/logo/o/108537-1499436327-6987655?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/clientcampaigns.com,Performance media solution for digital marketers,4.03,29,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Rebrandly,rebrandly.com,https://ga1.imgix.net/logo/o/111231-1512490386-5839767?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Link management for branding,4.82,17,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
VisitorTrack,,https://ga1.imgix.net/logo/o/1074-1504102443-664092?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Lead generation & visitor tracking software,4.58,24,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Leady,leady.com,https://ga0.imgix.net/logo/o/109729-1505223215-93879?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/leady.com,Turns anonymous website visitors into business leads,4.9,21,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Linkody,linkody.com,https://ga1.imgix.net/logo/o/91232-333601834.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/linkody.com,SEO link management and monitoring tool.,4.63,16,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
WooRank,woorank.com,https://ga1.imgix.net/logo/o/91333-1447089725-7089298?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/woorank.com,SEO Tool - Reach and grow your digital audience with WooRank,4.62,26,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
SpyFu,spyfu.com,https://ga0.imgix.net/logo/o/102447-1453307535-327094?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/spyfu.com,SEO and advertising research tools,4.57,30,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Optimizely,optimizely.com,https://ga0.imgix.net/logo/o/90920-1505385646.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/optimizely.com,Website optimization platform with A/B & multivariate tests,4.63,48,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Visual Website Optimizer,,https://ga1.imgix.net/logo/o/91227-1452122827.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,World's Easiest A/B Testing Tool,4.28,18,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
Ahrefs,ahrefs.com,https://ga0.imgix.net/logo/o/102405-1452604541-8906221?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/ahrefs.com,SEO report and backlink checker,4.84,25,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
SEMrush,semrush.com,https://ga0.imgix.net/logo/o/91634-1494853033-7676039?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/semrush.com,"Competitor research service, shows organic & Ads keywords for any site or domain",4.55,128,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
SAP Business Objects,,https://ga1.imgix.net/logo/o/90976-2554804204.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Easy, self-service access to decision-ready information with our BI platform",4.15,75,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=2
Exponea,exponea.com,https://ga0.imgix.net/logo/o/103777-1462901568-5028226?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/exponea.com,Advanced analytics & marketing automation platform,5.0,24,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=2
Vivantio ITSM,,https://ga1.imgix.net/logo/o/100237-1406813272-669821?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Flexible, Trusted, Reliable Service Desk Software ",4.24,86,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=2
Hootsuite,hootsuite.com,https://ga1.imgix.net/logo/o/20432-1462193467-5809114?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/hootsuite.com,Social media management & scheduling,4.34,612,business-intelligence-analytics-software,web-analytics,https://www.getapp.com/business-intelligence-analytics-software/web-analytics/?page=2
TapClicks,tapclicks.com,https://ga1.imgix.net/logo/o/102021-1445537059-8773503?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/tapclicks.com,"Marketing dashboard, analytics, & reporting platform",4.73,44,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=2
Moz,moz.com,https://ga1.imgix.net/logo/o/90793-1692506609.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/moz.com,SEO & Social Monitoring Made Simple,4.46,97,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=2
Smartlook,smartlook.com,https://ga1.imgix.net/logo/o/108697-1500383967-3226132?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/smartlook.com,Visitor activity tracking for customer experience management,4.74,61,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=2
Adobe SiteCatalyst,,https://ga0.imgix.net/logo/o/91038-2666128507.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Real-time, high-performance analytics and reporting.",4.36,91,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=2
FORGE,blacksmithapplications.com,https://ga0.imgix.net/logo/o/2269-1473825809.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Trade management software,4.8,5,business-intelligence-analytics-software,analytics,https://www.getapp.com/business-intelligence-analytics-software/analytics/?page=2
